,album_info,album_title,lyrics,song_title
20,"EP: ""The Time Of Our Lives"" (2009)","""The Time Of Our Lives""","

I hopped off the plane at L.A.X.
With a dream and my cardigan
Welcome to the land of fame excess (whoa)
Am I gonna fit in?

Jumped in the cab
Here I am for the first time
Look to my right and I see the Hollywood sign
This is all so crazy
Everybody seems so famous

My tummy's turnin' 
And I'm feelin' kinda home sick
Too much pressure and I'm nervous
That's when the taxi man turned on the radio
And a Jay-Z song was on
And a Jay-Z song was on
And a Jay-Z song was on

So I put my hands up
They're playing my song
The butterflies fly away
I'm noddin' my head like yeah
Movin' my hips like yeah
I got my hands up
They're playin' my song
I know I'm gonna be OK
Yeah, it's a party in the USA
Yeah, it's a party in the USA

Get to the club in my taxi cab
Everybody's looking at me now
Like, ""Who's that chick that's rockin' kicks?
She gotta be from out of town""

So hard with my girls not around me
It's definitely not a Nashville party
'Cause all I see are stilettos
I guess I never got the memo

My tummy's turnin' 
And I'm feelin' kinda home sick
Too much pressure and I'm nervous
That's when the DJ dropped my favorite tune
And a Britney song was on
And a Britney song was on
And a Britney song was on

So I put my hands up
They're playing my song,
The butterflies fly away
I'm noddin' my head like yeah
Movin' my hips like yeah
I got my hands up
They're playin' my song
I know I'm gonna be OK
Yeah, it's a party in the USA
Yeah, it's a party in the USA

Feel like hoppin' on a flight (on a flight)
Back to my hometown tonight (town tonight)
Something stops me every time (every time)
The DJ plays my song and I feel alright (yeah)

So I put my hands up
They're playing my song
The butterflies fly away
I'm noddin' my head like yeah
Movin' my hips like yeah
I got my hands up
They're playin' my song
I know I'm gonna be OK
Yeah, it's a party in the USA
Yeah, it's a party in the USA

So I put my hands up
They're playing my song
The butterflies fly away
I'm noddin' my head like yeah
Movin' my hips like yeah
I got my hands up
They're playin' my song
I know I'm gonna be OK
Yeah, it's a party in the USA
Yeah, it's a party in the USA
",Party In The USA
21,"EP: ""The Time Of Our Lives"" (2009)","""The Time Of Our Lives""","

Everybody needs inspiration
Everybody needs a song
A beautiful melody
When the nights are long

'Cause there is no guarantee
That this life is easy

Yeah when my world is falling apart
When there's no light
To break up the dark
That's when I, I
I look at you

When the waves are flooding the shore
And I can't find my way home anymore
That's when I, I
I look at you

When I look at you
I see forgiveness
I see the truth
You love me for who I am
Like the stars hold the moon
Right there where they belong
And I know I'm not alone

Yeah when my world is falling apart
When there's no light
To break up the dark
That's when I, I
I look at you

When the waves are flooding the shore
And I can't find my way home anymore
That's when I, I
I look at you

You appear just like a dream to me
Just like kaleidoscope colors that cover me
All I need
Every breath that I breathe
Don't you know you're beautiful
Yeah, yeah, yeah

When the waves are flooding the shore
And I can't find my way home anymore
That's when I, I
I look at you

I look at you
Yeah,
Whoa-oh,
You appear just like a dream to me
",When I Look At You
22,"EP: ""The Time Of Our Lives"" (2009)","""The Time Of Our Lives""","

Seems like were holding on forever
I gotta let it go
Time's up, you pushed me to surrender tonight

Who knows what happens now, whatever
Wherever the wind blows
And I'm there as long as we're together
Alright...

Let's have the time of our lives!
Like there's no one else around
Just throw your hands up high
Even when they try to take us down
We'll have the time of our lives
'Til the lights burn out
Let's laugh until we cry
Life is only what you make it now
Let's have the time of our lives!

Dreamers don't care if it's right
I think I'm really into you
Restless let's leave it all behind tonight

Crazy when you cross my mind
Oh, the trouble we could get into
So what? Let's just give this a try
Alright

Let's have the time of our lives!
Like there's no one else around
Just throw your hands up high
Even when they try to take us down
We'll have the time of our lives
'Til the lights burn out
Let's laugh until we cry
Life is only what you make it now
Let's have the time of our lives!

Looking back
What are we waiting for?
Take the chance
Now's all we got for sure!

Let's have the time of our lives!
Like there's no one else around
Just throw your hands up high
Even when they try to take us down
We'll have the time of our lives
'Til the lights burn out
Let's laugh until we cry
Life is only what you make it now
Let's have the time of our lives!
",The Time Of Our Lives
23,"EP: ""The Time Of Our Lives"" (2009)","""The Time Of Our Lives""","

[2x]
Ay ay ay ay ay ay ay ay
Woohoo, woohoo

I'm alone, it's just me
And I'm watchin' TV
And I'm always, oh, so bored at home
I get up, I get out
Drive my car way downtown
Keep on calling, but you're never around

See my friends out tonight
Under these city lights
In the club 'til someone starts a fight
And we get in the car
So know, where you are
So pissed off, always hanging 'round

And I'm so tired..
You're fired!

I'm so jealous, restless, relentless
That's just me
I'm so crazy, lately
Come on, let it be
Don't make me beg for the things I need
You know what they say
When there's a will there's a way
Lies are free, talk is cheap

Now we're out in the street
And we're sweatin' the heat
And we move with the traffic
And the beat

I don't care if you choke
When you light up your smoke
It's the one thing I can't call my own

It's so tragic...
I'm so manic!

I'm so jealous, restless, relentless
That's just me
I'm so crazy, lately
Come on, let it be
Don't make me beg for the things I need
You know what they say
When there's a will there's a way
Lies are free, talk is cheap

Ay ay ay ay ay ay ya ya
Woohoo, woohoo

I'm so tired..
You're fired!

I'm so jealous, restless, relentless
That's just me
I'm so crazy, lately
Come on, let it be
Don't make me beg for the things I need
You know what they say
When there's a will there's a way
Lies are free, talk is cheap

[4x]
Ay ay ay ay ay ya ya ay
Woohoo, woohoo

Talk is cheap

Lies are free, talk is cheap.

Mon cœur s'ouvre à ta voix
Mon cœur s'ouvre à ta voix
",Talk Is Cheap
24,"EP: ""The Time Of Our Lives"" (2009)","""The Time Of Our Lives""","

Why do I just lie awake and think of you?
I need some sleep.
Tomorrow I have things to do.
Every time I close my eyes I see your face,
So I try to read
But all I do is lose my place.

Am I obsessed with you?
I do my best not to want you.
But I do all the time.
I do all the time.

I just had to call you up and say hello.
I know it's 3 AM.
And I saw you awhile ago.
But I still have this aching need to hear your voice
To know you're there
I don't seem to have any choice.

Am I obsessed with you?
I do my best not to want you.
But I do all the time.
Do all the time.

Oh, yeah.
I'm so sorry I just had to wake you up.
I feel so lonely by myself.
Is this the way it feels when you're in love
Or is this something else?

Yeah.
Yeah.

Am I obsessed with you?
I do my best not to want you.
But I do all the time.
Want you all the time

Ooh, yeah
But I do all the time
I want you all the time.
Am I obsessed with you?
",Obsessed
25,"EP: ""The Time Of Our Lives"" (2009)","""The Time Of Our Lives""","

[Miley:]
I know this isn't what I wanted,
I never thought it'd come this far,
Just thinking back to where we started
And how we lost all that we are

[Nick:]
We were young and times were easy,
But I could see it's not the same.
I'm standing here but you don't see me,
I'd give it all for that to change.
And I don't want to lose her,
I don't want to let her go.

[Miley:]
I'm standing out in the rain,
I need to know if it's over,
Cause I would leave you alone.
[Nick:]
Flooded with all this pain,
Knowing that I'll never hold her,
[Miley and Nick:]
Like I did before the storm
[Miley:]
Before the storm

[Nick:]
With every strike of lightning
[Miley:]
Comes a memory that lasts
[Miley and Nick:]
Not a word is left unspoken as the thunder starts to crash
[Miley:]
Maybe I should give up

[Miley:]
I'm standing out in the rain,
I need to know if it's over,
Cause I will leave you alone.
[Nick:]
Flooded with all this pain,
Knowing that I'll never hold her,
Like I did before the storm

[Miley:]
Trying to keep the lights from going out
[Miley and Nick:]
And the clouds from ripping out my broken heart.
They always say a heart is not a home
Without the one who gets you through the storm.

[Miley and Nick:]
Standing out in the rain
Knowing that it's really over
Please don't leave me alone
I'm flooded with all this pain
Knowing that I'll never hold you
Like I did before the storm

Yeah

[Miley and Nick:]
Like I did before the storm
",Before The Storm
26,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

Don't live a lie
This is your one life, oh
Don't let it lie
You won't get lost
Just walk
Just walk

Oooh
It's a liberty walk
It's a liberty walk
It's a liberty, liberty, liberty
Oooh
It's a liberty walk
It's a liberty walk
It's a liberty, liberty, liberty

[Spoken]
Here's to all the ones
Tryin to hold ya back
Tryin to make ya feel like your less than that
Givin nothin mo' better than to make ya crack
But really just tryin to put your dreams off-track
And you know in the end it'll be okay
Cause all that really matters are the steps ya take
And everything else falls into place
There's no price to pay
I say

Well alright (Alright)
Yeah yeah (Yeah yeah)
We gonna get it
When we live it, live it (Oooh!)
Well alright (Alright)
Yeah yeah (Yeah yeah)
We gonna get it
When we live it, live it
Woah woah oooh

It's a liberty walk, walk
Sayin goodbye to the people who tied you up
It's a liberty walk, walk
Feelin your heart again
Breathin new oxygen
It's a liberty walk, walk!
Free yourself
Slam the door!
Not a prisoner anymore!
Liberty
Liberty
Li-Li-Liberty
Liberty
Li-Li
It's a liberty walk, walk, walk

Don't be afraid to make a move
It won't hurt you
Just do what you were born to do
And everything works out right
Don't listen to all the people who hate
Cause all they do is help
Make your mistakes for ya
But they don't own ya
I just told ya

Alright (Alright)
Yeah yeah (Yeah yeah)
We gonna get it
When we live it, live it (Oooh!)
Well alright (Alright)
Yeah yeah (Yeah yeah)
We gonna get it
When we live it
Woah woah oooh

It's a liberty walk, walk
Sayin goodbye to the people who tied you up
It's a liberty walk, walk
Feelin your heart again
Breathin new oxygen
It's a liberty walk, walk!
Free yourself
Slam the door!
Not a prisoner anymore!
Liberty
Liberty
Li-Li-Liberty
Liberty
Li-Li
It's a liberty walk, walk

Just walk this way
Don't let, don't let, don't let, don't let
Don't let whatcha do (Walk!)
Don't take the abuse (Walk!)
Move to the truth
People, come on, that means you!

It's a liberty walk, walk
Sayin goodbye to the people who tied you up
It's a liberty walk, walk
Feelin your heart again
Breathin new oxygen
It's a liberty walk, walk!
Free yourself
Slam the door!
Not a prisoner anymore!
Liberty
Liberty
Li-Li-Liberty
Liberty
Li-Li
It's a liberty walk, walk, walk
",Liberty Walk
27,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

R-O-C-K
Mafia

Creation shows me what to do
I'm dancing on the floor with you
And when you touch my hand
I go crazy
Yeah

The music tells me what to feel
I like you now, but is it real?
By the time we say goodnight
I'll know if this is right

And I feel you
Comin through my veins
Am I into you?
Or is the music to blame?

[Chorus:]
Who owns my heart?
Is it love?
Or is it art?
Cause the way you got your body movin's
Got me confused
I can't tell if it's the beat or sparks
(Oh)
Who owns my heart?
Is it love?
Or is it art?
Y-Y-Y-You know I wanna believe
That we're a masterpiece
But sometimes it's hard to tell in the dark
Who owns my heart?

The room is full but all I see is
The way your eyes just blaze through me
Like fire in the dark
We're like living art

And it hits me
Like a tidal wave
Are you feelin me?
Or is the music to blame?

[Chorus]

So come on baby
Keep provokin' me
Keep on ropin' me
Like a rodeo
Baby pull me close
Come on here we go
Here we go
Here we go

And it hits me
Like a tidal wave
Are you feelin me?
Or is the music to blame?

[Chorus]

Who owns my heart?
Who owns my heart?
Heart, heart, heart, heart...
",Who Owns My Heart
28,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

Rock Mafia

For those who don't know me,
I can get a bit crazy
Have to get my way,yep
24 hours a day
'Cause I'm hot like that

Every guy, everywhere
Just gives me mad attention
Like I'm under inspection
I always get a ten,
'Cause I'm built like that

I go through guys like money
Flyin' out the hands
They try to change me
But they realize they can't
And every tomorrow is a day I never plan
If you're gonna be my man understand

I can't be tamed
I can't be tamed
I can't be blamed
I can't, can't, I can't, can't be tamed
I can't be changed
I can't be tamed
I can't be, can't, I can't be tamed

If there is a question about my intentions,
I'll tell ya
I'm not here to sell ya
Or tell you to go to hell
(I'm not a brat like that)
I'm like a puzzle
But all of my pieces are jagged
If you can understand this,
We can make some magic,
I'm wrong like that

I wanna fly,
I wanna drive,
I wanna go
I wanna be a part of something I don't know
And if you try to hold me back I might explode
Baby, by now you should know

I can't be tamed
I can't be tamed
I can't be blamed
I can't, can't, I can't, can't be tamed
I can't be changed
I can't be tamed
I can't be, can't, I can't be tamed

Well I'm not a trick you play,
I'm wired a different way
I'm not a mistake,
I'm not a fake,
It's set in my DNA
Don't change me
Don't change me
Don't change me
Don't change me
(I can't be tamed)

I wanna fly,
I wanna drive,
I wanna go
I wanna be a part of something I don't know
And if you try to hold me back I might explode
Baby, by now you should know

I can't be tamed
I can't be tamed
I can't be blamed
I can't, can't, I can't, can't be tamed
I can't be changed
I can't be tamed
I can't be, can't, I can't be tamed
",Can't Be Tamed
29,"album: ""Can't Be Tamed"" (2010)","""Can't Be Tamed""","

We both lie silently still
in the dead of the night
Although we both lie close together
We feel miles apart inside

Was it something I said or something I did
Did my words not come out right
Though I tried not to hurt you
Yeah, I tried
But I guess that's why they say

[Chorus:]
Every rose has its thorn
Just like every night has its dawn
Just like every cowboy sings his sad, sad song
Every rose has its thorn

Yeah it does

I listen to our favorite song
playing on the radio
Hear the DJ say loves a game of easy come and easy go
But I wonder does he know
Has he ever felt like this
And I know that you'd be here right now
If I could let you know somehow

[Chorus]

Though it's been a while now
I can still feel so much pain
Like a knife that cuts you the wound heals
but that scar, that scar remains

[Solo]

I know I could've saved a love that night
If I'd known what to say
Instead of makin' love
We both made our separate ways

and now I hear you found somebody new
and that I never meant that much to you
And to hear that tears me up inside
And to see you cuts me like a knife

[Chorus]
",Every Rose Has Its Thorn
